UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,id,Machine failure.1,rule_tachycardia,rule_tachypnea,rule_temp,rule_wbc,clinical_flag,meets_clinical_rule
1566,L48745,L,298.0,308.2,1459,42.1,146,0,0,0,0,0,0,137994.0,0.004781665,False,False,False,False,0,False
1567,M16426,M,298.0,308.1,1403,44.8,148,0,0,0,0,0,0,137995.0,0.005100247,False,False,False,False,0,False
1568,L48747,L,298.1,308.2,1521,39.3,151,0,0,0,0,0,0,137996.0,0.006000165,False,False,False,False,0,False
1569,L48748,L,298.2,308.2,1407,47.1,153,0,0,0,0,0,0,137997.0,0.030994069,False,False,False,False,0,False
1570,M16429,M,298.1,308.2,1654,35.3,155,0,0,0,0,0,0,137998.0,0.005714325,False,False,False,False,0,False
1571,L48750,L,298.2,308.4,1452,43.5,158,0,0,0,0,0,0,137999.0,0.976741352,False,False,False,False,0,False
1572,L48751,L,298.3,308.4,1528,37.3,160,0,0,0,0,0,0,138000.0,0.073704328,False,False,False,False,0,False
1573,L48752,L,298.2,308.3,1230,59.6,162,0,0,0,0,0,0,138001.0,0.005704717,False,False,False,False,0,False
1574,L48753,L,298.2,308.2,1466,42.4,164,0,0,0,0,0,0,138002.0,0.006166735,False,False,False,False,0,False
1575,L48754,L,298.2,308.2,1478,50.1,166,0,0,0,0,0,0,138003.0,0.020164853,False,False,False,False,0,False
1576,L48755,L,298.2,308.3,2057,18.0,168,0,0,0,0,0,0,138004.0,0.058920965,False,False,False,False,0,False
1577,L48756,L,298.3,308.4,1490,41.7,170,0,0,0,0,0,0,138005.0,0.027378703,False,False,False,False,0,False
1578,L48757,L,298.3,308.4,1484,43.4,172,0,0,0,0,0,0,138006.0,0.005906227,False,False,False,False,0,False
1579,L48758,L,298.3,308.4,1593,37.0,174,0,0,0,0,0,0,138007.0,0.007101175,False,False,False,False,0,False
1580,L48759,L,298.3,308.3,1444,43.8,176,0,0,0,0,0,0,138008.0,0.004495987,False,False,False,False,0,False
1581,M16440,M,298.3,308.4,1444,47.5,178,0,0,0,0,0,0,138009.0,0.008650518,False,False,False,False,0,False
1582,M16441,M,298.2,308.3,1560,33.0,181,0,0,0,0,0,0,138010.0,0.004374531,False,False,False,False,0,False
1583,H30996,H,298.1,308.3,1530,42.0,184,0,0,0,0,0,0,138011.0,0.004169869,False,False,False,False,0,False
1584,L48763,L,298.2,308.4,1310,61.0,189,1,0,0,0,1,0,138012.0,0.007086288,False,False,False,False,0,False
1585,M16444,M,298.2,308.3,1639,33.3,191,0,0,0,0,0,0,138013.0,0.0064282,False,False,False,False,0,False
1586,L48765,L,298.2,308.3,1400,48.7,194,0,0,0,0,0,0,138014.0,0.004823006,False,False,False,False,0,False
1587,M16446,M,298.3,308.4,1486,44.2,196,0,0,0,0,0,0,138015.0,0.005729767,False,False,False,False,0,False
1588,M16447,M,298.2,308.3,1448,43.3,199,0,0,0,0,0,0,138016.0,0.007582545,False,False,False,False,0,False
1589,L48768,L,298.2,308.3,1688,32.0,202,0,0,0,0,0,0,138017.0,0.012294589,False,False,False,False,0,False
1590,M16449,M,298.1,308.3,1453,41.5,204,0,0,0,0,0,0,138018.0,0.00618182,False,False,False,False,0,False
1591,L48770,L,298.2,308.4,1497,37.7,207,0,0,0,0,0,0,138019.0,0.006064642,False,False,False,False,0,False
1592,L48771,L,298.2,308.4,1355,49.4,209,0,0,0,0,0,0,138020.0,0.014173012,False,False,False,False,0,False
1593,L48772,L,298.1,308.4,1592,38.2,211,0,0,0,0,0,0,138021.0,0.00433782,False,False,False,False,0,False
1594,L48773,L,298.0,308.3,1544,34.7,213,0,0,0,0,0,0,138022.0,0.036165052,False,False,False,False,0,False
1595,M16454,M,298.0,308.2,1373,51.2,215,0,0,0,0,0,0,138023.0,0.013323141,False,False,False,False,0,False
1596,L48775,L,298.0,308.2,1365,52.9,218,1,0,0,0,1,0,138024.0,0.022456398,False,False,False,False,0,False
1597,L48776,L,298.0,308.1,1877,24.3,0,0,0,0,0,0,0,138025.0,0.006878993,False,False,False,False,0,False
1598,L48777,L,297.9,308.1,1531,40.8,2,0,0,0,0,0,0,138026.0,0.029570357,False,False,False,False,0,False
1599,L48778,L,297.9,308.0,1501,36.7,4,0,0,0,0,0,0,138027.0,0.007122724,False,False,False,False,0,False
1600,L48779,L,297.9,308.0,1490,46.2,6,0,0,0,0,0,0,138028.0,0.004596055,False,False,False,False,0,False
1601,M16460,M,297.8,307.8,1543,43.7,8,0,0,0,0,0,0,138029.0,0.022017107,False,False,False,False,0,False
1602,L48781,L,297.8,307.8,1597,38.2,11,0,0,0,0,0,0,138030.0,0.072313697,False,False,False,False,0,False
1603,H31016,H,297.8,307.9,1600,33.5,13,0,0,0,0,0,0,138031.0,0.008264707,False,False,False,False,0,False
1604,M16463,M,297.8,307.8,1622,32.1,18,0,0,0,0,0,0,138032.0,0.031639408,False,False,False,False,0,False
1605,L48784,L,297.8,307.8,1452,39.8,21,0,0,0,0,0,0,138033.0,0.005051408,False,False,False,False,0,False
1606,L48785,L,297.8,307.8,1396,42.5,23,0,0,0,0,0,0,138034.0,0.014741511,False,False,False,False,0,False
1607,L48786,L,297.8,307.7,1505,39.7,25,0,0,0,0,0,0,138035.0,0.031087002,False,False,False,False,0,False
1608,L48787,L,297.8,307.8,1412,48.3,27,0,0,0,0,0,0,138036.0,0.004140606,False,False,False,False,0,False
1609,L48788,L,297.8,307.7,1393,38.0,29,0,0,0,0,0,0,138037.0,0.009192733,False,False,False,False,0,False
1610,L48789,L,297.7,307.7,1581,34.9,31,0,0,0,0,0,0,138038.0,0.00558913,False,False,False,False,0,False
1611,L48790,L,297.8,307.8,1573,37.9,33,0,0,0,0,0,0,138039.0,0.062735095,False,False,False,False,0,False
1612,M16471,M,297.8,307.9,1726,27.3,35,0,0,0,0,0,0,138040.0,0.009618382,False,False,False,False,0,False
1613,M16472,M,297.9,307.9,1540,39.8,38,0,0,0,0,0,0,138041.0,0.004360663,False,False,False,False,0,False
1614,L48793,L,297.9,308.0,1296,62.9,41,0,0,0,0,0,0,138042.0,0.004207549,False,False,False,False,0,False
1615,M16474,M,297.8,307.9,1802,25.8,43,0,0,0,0,0,0,138043.0,0.085838895,False,False,False,False,0,False
1616,L48795,L,297.8,307.9,1447,48.6,46,0,0,0,0,0,0,138044.0,0.024351914,False,False,False,False,0,False
1617,H31030,H,297.8,307.8,1662,30.7,48,0,0,0,0,0,0,138045.0,0.090678705,False,False,False,False,0,False
1618,L48797,L,297.8,307.8,1563,34.3,53,0,0,0,0,0,0,138046.0,0.016774703,False,False,False,False,0,False
1619,L48798,L,297.9,307.8,1286,59.5,55,0,0,0,0,0,0,138047.0,0.01035164,False,False,False,False,0,False
1620,L48799,L,297.9,307.7,1590,34.6,57,0,0,0,0,0,0,138048.0,0.003332792,False,False,False,False,0,False
1621,L48800,L,297.9,307.7,1492,43.7,59,0,0,0,0,0,0,138049.0,0.006523706,False,False,False,False,0,False
1622,L48801,L,297.7,307.6,1844,21.9,61,0,0,0,0,0,0,138050.0,0.007639249,False,False,False,False,0,False
1623,H31036,H,297.7,307.6,1538,38.3,63,0,0,0,0,0,0,138051.0,0.0606992,False,False,False,False,0,False
1624,L48803,L,297.7,307.6,1921,22.9,68,0,0,0,0,0,0,138052.0,0.011171154,False,False,False,False,0,False
1625,M16484,M,297.8,307.8,1310,57.9,70,0,0,0,0,0,0,138053.0,0.011257073,False,False,False,False,0,False
1626,L48805,L,297.9,307.8,1365,46.9,73,0,0,0,0,0,0,138054.0,0.157042882,False,False,False,False,0,False
1627,M16486,M,297.9,307.8,1303,59.3,75,0,0,0,0,0,0,138055.0,0.005812588,False,False,False,False,0,False
1628,L48807,L,297.9,307.8,1499,37.5,78,0,0,0,0,0,0,138056.0,0.005844984,False,False,False,False,0,False
1629,L48808,L,297.9,307.8,1451,38.2,80,0,0,0,0,0,0,138057.0,0.004201497,False,False,False,False,0,False
1630,M16489,M,297.9,307.9,1336,54.4,82,0,0,0,0,0,0,138058.0,0.022505215,False,False,False,False,0,False
1631,L48810,L,297.9,307.9,1412,44.5,85,0,0,0,0,0,0,138059.0,0.043240257,False,False,False,False,0,False
1632,L48811,L,298.0,308.0,1433,39.2,87,0,0,0,0,0,0,138060.0,0.008930288,False,False,False,False,0,False
1633,L48812,L,297.9,307.9,1426,43.6,89,0,0,0,0,0,0,138061.0,0.006300054,False,False,False,False,0,False
1634,L48813,L,297.9,307.9,1476,45.2,91,0,0,0,0,0,0,138062.0,0.013721731,False,False,False,False,0,False
1635,H31048,H,297.9,307.9,1406,58.5,93,0,0,0,0,0,0,138063.0,0.00810168,False,False,False,False,0,False
1636,L48815,L,297.8,307.8,1383,56.5,98,0,0,0,0,0,0,138064.0,0.006007746,False,False,False,False,0,False
1637,L48816,L,297.9,307.8,1505,37.3,100,0,0,0,0,0,0,138065.0,0.036668707,False,False,False,False,0,False
1638,L48817,L,297.9,307.8,1665,33.9,102,0,0,0,0,0,0,138066.0,0.012168747,False,False,False,False,0,False
1639,L48818,L,297.9,307.8,1397,45.0,104,0,0,0,0,0,0,138067.0,0.009408946,False,False,False,False,0,False
1640,M16499,M,297.9,307.8,1450,43.5,106,0,0,0,0,0,0,138068.0,0.006394664,False,False,False,False,0,False
1641,L48820,L,298.0,307.8,1567,36.4,109,0,0,0,0,0,0,138069.0,0.004494668,False,False,False,False,0,False
1642,M16501,M,298.0,308.0,1555,37.0,111,0,0,0,0,0,0,138070.0,0.006833086,False,False,False,False,0,False
1643,H31056,H,298.0,307.8,1588,35.4,114,0,0,0,0,0,0,138071.0,0.005351565,False,False,False,False,0,False
1644,L48823,L,298.0,307.8,1453,37.7,119,0,0,0,0,0,0,138072.0,0.016163434,False,False,False,False,0,False
1645,L48824,L,298.0,307.8,1622,33.3,121,0,0,0,0,0,0,138073.0,0.005690878,False,False,False,False,0,False
1646,L48825,L,297.9,307.8,1538,38.5,123,0,0,0,0,0,0,138074.0,0.007991317,False,False,False,False,0,False
1647,M16506,M,297.9,307.7,1527,42.8,125,0,0,0,0,0,0,138075.0,0.009931026,False,False,False,False,0,False
1648,L48827,L,297.8,307.8,1761,28.9,128,0,0,0,0,0,0,138076.0,0.007650353,False,False,False,False,0,False
1649,L48828,L,297.9,307.8,1373,50.2,130,0,0,0,0,0,0,138077.0,0.004598974,False,False,False,False,0,False
1650,H31063,H,298.0,307.9,1482,37.8,132,0,0,0,0,0,0,138078.0,0.00520626,False,False,False,False,0,False
1651,M16510,M,298.0,307.9,1417,51.0,137,0,0,0,0,0,0,138079.0,0.007600908,False,False,False,False,0,False
1652,L48831,L,298.0,307.8,1414,51.7,140,0,0,0,0,0,0,138080.0,0.022243684,False,False,False,False,0,False
1653,H31066,H,297.9,307.8,1635,34.0,142,0,0,0,0,0,0,138081.0,0.005044561,False,False,False,False,0,False
1654,L48833,L,298.0,307.8,1386,57.3,147,0,0,0,0,0,0,138082.0,0.007297946,False,False,False,False,0,False
1655,L48834,L,298.2,308.1,1379,62.3,149,0,0,0,0,0,0,138083.0,0.004543799,False,False,False,False,0,False
1656,M16515,M,298.2,308.0,1577,35.9,151,0,0,0,0,0,0,138084.0,0.008329594,False,False,False,False,0,False
1657,L48836,L,298.2,308.1,1532,42.5,154,0,0,0,0,0,0,138085.0,0.004552626,False,False,False,False,0,False
1658,M16517,M,298.1,308.0,1374,48.8,156,0,0,0,0,0,0,138086.0,0.004969359,False,False,False,False,0,False
1659,H31072,H,298.1,308.0,1570,35.3,159,0,0,0,0,0,0,138087.0,0.009792945,False,False,False,False,0,False
1660,L48839,L,298.1,308.0,1697,31.0,164,0,0,0,0,0,0,138088.0,0.011156301,False,False,False,False,0,False
1661,L48840,L,298.2,308.0,1499,44.1,166,0,0,0,0,0,0,138089.0,0.114872903,False,False,False,False,0,False
1662,M16521,M,298.2,308.0,1411,47.2,168,0,0,0,0,0,0,138090.0,0.004726732,False,False,False,False,0,False
1663,H31076,H,298.2,307.9,1462,45.5,171,0,0,0,0,0,0,138091.0,0.009746983,False,False,False,False,0,False
1664,M16523,M,298.1,307.9,1759,28.6,176,0,0,0,0,0,0,138092.0,0.007229166,False,False,False,False,0,False
1665,L48844,L,298.2,308.0,1535,38.0,179,0,0,0,0,0,0,138093.0,0.004612628,False,False,False,False,0,False
1666,H31079,H,298.2,307.9,1491,39.7,181,0,0,0,0,0,0,138094.0,0.051963417,False,False,False,False,0,False
1667,L48846,L,298.2,307.9,1551,36.0,186,0,0,0,0,0,0,138095.0,0.005214139,False,False,False,False,0,False
1668,L48847,L,298.2,307.9,1769,27.2,188,0,0,0,0,0,0,138096.0,0.005214612,False,False,False,False,0,False
1669,L48848,L,298.2,307.9,1551,34.1,190,0,0,0,0,0,0,138097.0,0.010854099,False,False,False,False,0,False
1670,L48849,L,298.2,307.9,1544,31.4,192,0,0,0,0,0,0,138098.0,0.007008262,False,False,False,False,0,False
1671,L48850,L,298.2,307.8,1528,31.1,194,0,0,0,0,0,0,138099.0,0.006421061,False,False,False,False,0,False
1672,L48851,L,298.1,307.9,1614,35.8,196,0,0,0,0,0,0,138100.0,0.028725693,False,False,False,False,0,False
1673,L48852,L,298.1,307.8,1432,49.8,198,0,0,0,0,0,0,138101.0,0.044783454,False,False,False,False,0,False
1674,M16533,M,298.1,307.8,1384,43.7,200,0,0,0,0,0,0,138102.0,0.031689234,False,False,False,False,0,False
1675,L48854,L,298.1,307.8,1540,37.8,203,0,0,0,0,0,0,138103.0,0.008626961,False,False,False,False,0,False
1676,L48855,L,298.0,307.7,1407,43.9,205,0,0,0,0,0,0,138104.0,0.007223057,False,False,False,False,0,False
1677,H31090,H,297.9,307.6,1418,43.0,207,0,0,0,0,0,0,138105.0,0.009316674,False,False,False,False,0,False
1678,M16537,M,297.9,307.5,1647,30.8,212,0,0,0,0,0,0,138106.0,0.203828097,False,False,False,False,0,False
1679,L48858,L,298.0,307.5,1644,32.8,215,0,0,0,0,0,0,138107.0,0.02295415,False,False,False,False,0,False
1680,L48859,L,298.0,307.5,1792,27.9,217,0,0,0,0,0,0,138108.0,0.006038863,False,False,False,False,0,False
1681,M16540,M,297.9,307.4,1610,34.6,219,0,0,0,0,0,0,138109.0,0.027888069,False,False,False,False,0,False
1682,M16541,M,297.8,307.3,1804,26.0,222,0,0,0,0,0,0,138110.0,0.004389619,False,False,False,False,0,False
1683,H31096,H,297.9,307.4,1604,36.1,225,1,1,0,0,0,0,138111.0,0.003365577,False,False,False,False,0,False
1684,M16543,M,297.9,307.4,1403,52.8,0,0,0,0,0,0,0,138112.0,0.008781949,False,False,False,False,0,False
1685,L48864,L,297.8,307.3,1438,44.5,3,0,0,0,0,0,0,138113.0,0.036621196,False,False,False,False,0,False
1686,L48865,L,297.9,307.3,1824,26.3,5,0,0,0,0,0,0,138114.0,0.006901105,False,False,False,False,0,False
1687,H31100,H,297.9,307.3,1663,28.7,7,0,0,0,0,0,0,138115.0,0.003708951,False,False,False,False,0,False
1688,L48867,L,297.9,307.3,1502,36.7,12,0,0,0,0,0,0,138116.0,0.022390512,False,False,False,False,0,False
1689,L48868,L,297.9,307.4,1606,35.5,14,0,0,0,0,0,0,138117.0,0.004696991,False,False,False,False,0,False
1690,L48869,L,297.9,307.5,1561,37.7,16,0,0,0,0,0,0,138118.0,0.005941693,False,False,False,False,0,False
1691,M16550,M,297.9,307.4,1435,42.9,18,0,0,0,0,0,0,138119.0,0.005004558,False,False,False,False,0,False
1692,L48871,L,297.9,307.5,1602,38.3,21,0,0,0,0,0,0,138120.0,0.029433458,False,False,False,False,0,False
1693,M16552,M,298.1,307.6,1764,27.7,23,0,0,0,0,0,0,138121.0,0.052476558,False,False,False,False,0,False
1694,H31107,H,298.0,307.5,1683,27.8,26,0,0,0,0,0,0,138122.0,0.012765595,False,False,False,False,0,False
1695,L48874,L,298.0,307.5,1618,35.2,31,0,0,0,0,0,0,138123.0,0.050911517,False,False,False,False,0,False
1696,L48875,L,298.0,307.6,1509,41.6,33,0,0,0,0,0,0,138124.0,0.006547427,False,False,False,False,0,False
1697,L48876,L,297.9,307.6,1550,39.0,35,0,0,0,0,0,0,138125.0,0.029154829,False,False,False,False,0,False
1698,M16557,M,297.9,307.6,1519,44.0,37,0,0,0,0,0,0,138126.0,0.011933097,False,False,False,False,0,False
1699,L48878,L,297.9,307.6,1481,38.0,40,0,0,0,0,0,0,138127.0,0.006315674,False,False,False,False,0,False
1700,L48879,L,298.1,307.7,1289,48.3,42,0,0,0,0,0,0,138128.0,0.012008294,False,False,False,False,0,False
1701,M16560,M,298.0,307.6,1844,23.8,44,0,0,0,0,0,0,138129.0,0.004545753,False,False,False,False,0,False
1702,L48881,L,298.0,307.7,1479,42.5,47,0,0,0,0,0,0,138130.0,0.028022819,False,False,False,False,0,False
1703,L48882,L,298.0,307.7,1430,47.3,49,0,0,0,0,0,0,138131.0,0.011329906,False,False,False,False,0,False
1704,M16563,M,298.1,307.8,1636,36.7,51,0,0,0,0,0,0,138132.0,0.005022855,False,False,False,False,0,False
1705,M16564,M,298.1,307.8,1503,44.7,54,0,0,0,0,0,0,138133.0,0.004859165,False,False,False,False,0,False
1706,M16565,M,298.1,307.8,1608,32.6,57,0,0,0,0,0,0,138134.0,0.04038972,False,False,False,False,0,False
1707,L48886,L,298.2,307.8,1521,42.9,60,0,0,0,0,0,0,138135.0,0.006770917,False,False,False,False,0,False
1708,L48887,L,298.2,307.8,1439,41.6,62,0,0,0,0,0,0,138136.0,0.0029508,False,False,False,False,0,False
1709,L48888,L,298.2,307.8,1627,31.5,64,0,0,0,0,0,0,138137.0,0.008339201,False,False,False,False,0,False
1710,L48889,L,298.2,307.8,1749,26.1,66,0,0,0,0,0,0,138138.0,0.005264179,False,False,False,False,0,False
1711,L48890,L,298.2,307.8,1530,35.9,68,0,0,0,0,0,0,138139.0,0.007157075,False,False,False,False,0,False
1712,L48891,L,298.2,307.8,1355,51.3,70,0,0,0,0,0,0,138140.0,0.014128332,False,False,False,False,0,False
1713,L48892,L,298.3,307.9,1551,33.8,72,0,0,0,0,0,0,138141.0,0.010538403,False,False,False,False,0,False
1714,L48893,L,298.2,307.8,1515,46.7,74,0,0,0,0,0,0,138142.0,0.004571981,False,False,False,False,0,False
1715,L48894,L,298.2,307.8,1388,48.6,76,0,0,0,0,0,0,138143.0,0.004363713,False,False,False,False,0,False
1716,L48895,L,298.2,307.8,1585,34.6,78,0,0,0,0,0,0,138144.0,0.005319317,False,False,False,False,0,False
1717,L48896,L,298.1,307.7,1523,37.7,80,0,0,0,0,0,0,138145.0,0.005866339,False,False,False,False,0,False
1718,L48897,L,298.2,307.6,1369,54.5,82,0,0,0,0,0,0,138146.0,0.006123207,False,False,False,False,0,False
1719,M16578,M,298.2,307.7,1681,31.0,84,0,0,0,0,0,0,138147.0,0.003821833,False,False,False,False,0,False
1720,L48899,L,298.2,307.7,1503,38.3,87,0,0,0,0,0,0,138148.0,0.039624033,False,False,False,False,0,False
1721,L48900,L,298.2,307.7,1459,44.5,89,0,0,0,0,0,0,138149.0,0.037041903,False,False,False,False,0,False
1722,L48901,L,298.2,307.7,1688,32.4,91,0,0,0,0,0,0,138150.0,0.005725519,False,False,False,False,0,False
1723,M16582,M,298.2,307.7,1952,21.6,93,0,0,0,0,0,0,138151.0,0.026949526,False,False,False,False,0,False
1724,L48903,L,298.2,307.8,2029,19.9,96,0,0,0,0,0,0,138152.0,0.073955148,False,False,False,False,0,False
1725,M16584,M,298.3,307.8,1457,52.5,98,0,0,0,0,0,0,138153.0,0.004025774,False,False,False,False,0,False
1726,M16585,M,298.3,307.8,1392,50.4,101,0,0,0,0,0,0,138154.0,0.151222829,False,False,False,False,0,False
1727,L48906,L,298.3,307.8,1906,22.1,104,0,0,0,0,0,0,138155.0,0.005129284,False,False,False,False,0,False
1728,M16587,M,298.3,307.7,1602,33.4,106,0,0,0,0,0,0,138156.0,0.006258826,False,False,False,False,0,False
1729,L48908,L,298.3,307.7,1465,49.4,109,0,0,0,0,0,0,138157.0,0.004661843,False,False,False,False,0,False
1730,M16589,M,298.3,307.7,1439,43.8,111,0,0,0,0,0,0,138158.0,0.00588262,False,False,False,False,0,False
1731,M16590,M,298.3,307.8,1330,55.4,114,0,0,0,0,0,0,138159.0,0.005973714,False,False,False,False,0,False
1732,M16591,M,298.3,307.9,1485,42.0,117,0,0,0,0,0,0,138160.0,0.007598831,False,False,False,False,0,False
1733,H31146,H,298.4,307.9,1700,28.2,120,0,0,0,0,0,0,138161.0,0.007697218,False,False,False,False,0,False
1734,L48913,L,298.4,308.0,1515,42.8,125,0,0,0,0,0,0,138162.0,0.009838016,False,False,False,False,0,False
1735,M16594,M,298.5,308.1,1501,39.2,127,0,0,0,0,0,0,138163.0,0.004393892,False,False,False,False,0,False
1736,L48915,L,298.4,308.0,1380,47.6,130,0,0,0,0,0,0,138164.0,0.004261062,False,False,False,False,0,False
1737,L48916,L,298.4,307.9,1544,35.9,132,0,0,0,0,0,0,138165.0,0.049680372,False,False,False,False,0,False
1738,L48917,L,298.4,307.9,1743,27.3,134,0,0,0,0,0,0,138166.0,0.005555365,False,False,False,False,0,False
1739,H31152,H,298.4,307.9,1948,21.4,136,0,0,0,0,0,0,138167.0,0.00519782,False,False,False,False,0,False
1740,H31153,H,298.5,307.9,1260,54.2,141,0,0,0,0,0,0,138168.0,0.01324822,False,False,False,False,0,False
1741,M16600,M,298.5,307.9,1640,33.1,146,0,0,0,0,0,0,138169.0,0.005763171,False,False,False,False,0,False
1742,M16601,M,298.5,308.0,1363,49.2,149,0,0,0,0,0,0,138170.0,0.026273088,False,False,False,False,0,False
1743,L48922,L,298.5,308.0,1379,49.6,152,0,0,0,0,0,0,138171.0,0.005287537,False,False,False,False,0,False
1744,M16603,M,298.5,308.0,1713,25.8,154,0,0,0,0,0,0,138172.0,0.007640215,False,False,False,False,0,False
1745,M16604,M,298.5,308.0,1461,51.9,157,0,0,0,0,0,0,138173.0,0.005159007,False,False,False,False,0,False
1746,L48925,L,298.5,308.0,1624,29.8,160,0,0,0,0,0,0,138174.0,0.01617446,False,False,False,False,0,False
1747,L48926,L,298.4,308.0,1526,41.1,162,0,0,0,0,0,0,138175.0,0.005020821,False,False,False,False,0,False
1748,L48927,L,298.4,307.9,2381,14.2,164,0,0,0,0,0,0,138176.0,0.0034325,False,False,False,False,0,False
1749,H31162,H,298.4,307.7,1626,31.1,166,0,0,0,0,0,1,138177.0,0.008429013,False,False,False,False,0,False
1750,L48929,L,298.3,307.7,1576,33.8,171,0,0,0,0,0,0,138178.0,0.005192281,False,False,False,False,0,False
1751,M16610,M,298.4,307.8,1617,31.6,173,0,0,0,0,0,0,138179.0,0.006547365,False,False,False,False,0,False
1752,L48931,L,298.3,307.6,1942,20.6,176,0,0,0,0,0,0,138180.0,0.005017008,False,False,False,False,0,False
1753,L48932,L,298.2,307.6,1492,37.2,178,0,0,0,0,0,0,138181.0,0.033257282,False,False,False,False,0,False
1754,L48933,L,298.2,307.5,1470,51.3,180,0,0,0,0,0,0,138182.0,0.005716134,False,False,False,False,0,False
1755,M16614,M,298.0,307.4,1463,46.5,182,0,0,0,0,0,0,138183.0,0.011827436,False,False,False,False,0,False
1756,L48935,L,298.0,307.3,1424,46.5,185,0,0,0,0,0,0,138184.0,0.009776367,False,False,False,False,0,False
1757,M16616,M,298.1,307.4,1363,60.1,187,0,0,0,0,0,0,138185.0,0.025326698,False,False,False,False,0,False
1758,M16617,M,298.1,307.4,1335,56.2,190,0,0,0,0,0,0,138186.0,0.007413608,False,False,False,False,0,False
1759,L48938,L,298.1,307.4,1608,33.9,193,0,0,0,0,0,0,138187.0,0.005116252,False,False,False,False,0,False
1760,H31173,H,298.0,307.4,1606,35.2,195,0,0,0,0,0,0,138188.0,0.018583612,False,False,False,False,0,False
1761,L48940,L,298.1,307.5,1684,33.1,200,0,0,0,0,0,0,138189.0,0.023638757,False,False,False,False,0,False
1762,L48941,L,298.1,307.6,1950,20.3,202,0,0,0,0,0,0,138190.0,0.00444124,False,False,False,False,0,False
1763,H31176,H,298.2,307.6,1460,48.6,204,0,0,0,0,0,0,138191.0,0.005426097,False,False,False,False,0,False
1764,L48943,L,298.2,307.6,1511,31.0,209,1,1,0,0,0,0,138192.0,0.009162359,False,False,False,False,0,False
1765,H31178,H,298.2,307.6,1318,55.7,0,0,0,0,0,0,0,138193.0,0.021180766,False,False,False,False,0,False
1766,L48945,L,298.2,307.6,1368,51.8,5,0,0,0,0,0,0,138194.0,0.031109587,False,False,False,False,0,False
1767,M16626,M,298.3,307.7,1717,27.1,7,0,0,0,0,0,0,138195.0,0.197844535,False,False,False,False,0,False
1768,M16627,M,298.3,307.7,1520,41.4,10,0,0,0,0,0,0,138196.0,0.005646951,False,False,False,False,0,False
1769,M16628,M,298.3,307.8,1485,42.0,13,0,0,0,0,0,0,138197.0,0.005442937,False,False,False,False,0,False
1770,L48949,L,298.4,307.9,1981,23.2,16,0,0,0,0,0,0,138198.0,0.004889664,False,False,False,False,0,False
1771,H31184,H,298.4,307.9,1605,31.0,18,0,0,0,0,0,0,138199.0,0.009134664,False,False,False,False,0,False
1772,L48951,L,298.4,307.9,1446,45.3,23,0,0,0,0,0,0,138200.0,0.006398598,False,False,False,False,0,False
1773,L48952,L,298.4,308.0,1508,47.9,25,0,0,0,0,0,0,138201.0,0.004742582,False,False,False,False,0,False
1774,L48953,L,298.5,308.0,1384,59.5,27,0,0,0,0,0,0,138202.0,0.005108459,False,False,False,False,0,False
1775,M16634,M,298.5,308.0,1519,37.3,29,0,0,0,0,0,0,138203.0,0.005242097,False,False,False,False,0,False
1776,L48955,L,298.5,308.0,1404,48.1,32,0,0,0,0,0,0,138204.0,0.005844966,False,False,False,False,0,False
1777,L48956,L,298.5,308.1,1564,31.1,34,0,0,0,0,0,0,138205.0,0.020132888,False,False,False,False,0,False
1778,H31191,H,298.6,308.2,1555,36.8,36,0,0,0,0,0,0,138206.0,0.00744603,False,False,False,False,0,False
1779,L48958,L,298.6,308.2,1325,54.0,41,0,0,0,0,0,0,138207.0,0.007166474,False,False,False,False,0,False
1780,M16639,M,298.6,308.2,1488,44.0,43,0,0,0,0,0,0,138208.0,0.734665678,False,False,False,False,0,False
1781,L48960,L,298.5,308.2,1595,32.3,46,0,0,0,0,0,0,138209.0,0.034695508,False,False,False,False,0,False
1782,L48961,L,298.5,308.1,1662,28.6,48,0,0,0,0,0,0,138210.0,0.005063275,False,False,False,False,0,False
1783,L48962,L,298.4,308.0,1571,37.4,50,0,0,0,0,0,0,138211.0,0.008970788,False,False,False,False,0,False
1784,H31197,H,298.3,308.0,1553,41.0,52,0,0,0,0,0,0,138212.0,0.005035705,False,False,False,False,0,False
1785,L48964,L,298.3,308.0,2886,3.8,57,1,0,0,1,0,0,138213.0,0.004687077,False,False,False,False,0,False
1786,L48965,L,298.2,308.0,1538,38.2,59,0,0,0,0,0,0,138214.0,0.004423234,False,False,False,False,0,False
1787,L48966,L,298.4,308.2,1618,33.0,61,0,0,0,0,0,0,138215.0,0.006234364,False,False,False,False,0,False
1788,L48967,L,298.4,308.2,1364,45.9,63,0,0,0,0,0,0,138216.0,0.836786916,False,False,False,False,0,False
1789,L48968,L,298.3,308.0,1442,47.3,65,0,0,0,0,0,0,138217.0,0.005513468,False,False,False,False,0,False
1790,L48969,L,298.2,307.9,1313,67.3,67,1,0,0,1,0,0,138218.0,0.004852027,False,False,False,False,0,False
1791,L48970,L,298.2,307.9,1847,23.6,69,0,0,0,0,0,0,138219.0,0.044979781,False,False,False,False,0,False
1792,L48971,L,298.1,307.8,1524,40.8,71,0,0,0,0,0,0,138220.0,0.004115254,False,False,False,False,0,False
